title,description,author,date,link
"Planet 9, our solar system's mysterious missing world, could be an ancient black hole orbiting the sun, a new paper suggests","NASA, ESA, and D. Coe, J. Anderson, and R. van der Marel (STScI) In 2016, researchers suggested that the bizarre orbits of six objects in the solar system's Kuiper Belt could be influenced by the gravity of a mysterious, distant planet that scientists had nev…","mmcfalljohnsen@businessinsider.com (Morgan McFall-Johnsen), Morgan McFall-Johnsen",2019-09-27T18:42:00Z,https://www.businessinsider.com/planet-9-ancient-black-hole-orbiting-sun-2019-9
Why Construction Noise Is Keeping You Up at 3 A.M.,"Building may be critical to New York City’s economy, but it’s making it hard for people to sleep. A proposal would lower the volume.",Jeffery C. Mays,2019-09-27T10:05:42Z,https://www.nytimes.com/2019/09/27/nyregion/noise-construction-sleep-nyc.html
"In Egypt, Scattered Protests Break Out for Second Week","Given the risks of dissent in Egypt, where Mr. el-Sisi has jailed thousands, the protests represent a stunning challenge to his authority.",Vivian Yee and Nada Rashwan,2019-09-27T14:41:09Z,https://www.nytimes.com/2019/09/27/world/middleeast/egypt-protests.html
World Cup 22: Qatar to welcome fans from blockading countries,The Gulf nation also said it wants to make alcohol accessible for visiting fans as it prepares to host the tournament.,Al Jazeera,2019-09-27T09:48:57Z,https://www.aljazeera.com/news/2019/09/world-cup-22-qatar-fans-blockading-countries-190927065311034.html
"Elon Musk says Tesla could sell a record 100,000 cars this quarter","Tesla has a shot at selling 100,000 cars this quarter, a first for the company, according to an email that CEO Elon Musk has sent to his employees.","Chris Isidore, CNN Business",2019-09-27T16:07:55Z,https://www.cnn.com/2019/09/27/business/tesla-sales/index.html
Here's how Trump's trade war is threatening the backbone of the US economy,Rick Wilking/Reuters Stronger earnings helped brighten the outlook for Americans in September. But consumers have grown increasingly anxious about tariffs on thousands of products traded between the largest economies. Trump announced a series of tariff hikes …,"gheeb@businessinsider.com (Gina Heeb), Gina Heeb",2019-09-27T17:01:14Z,https://markets.businessinsider.com/news/stocks/trump-trade-war-threatening-consumers-the-backbone-of-us-economy-2019-9-1028560163
US income inequality jumps to highest level ever recorded,"Thomson Reuters Income inequality in the US reached its highest level in more than half a century last year. While the economy has expanded steadily over the last decade, it has disproportionately benefited some of the wealthiest Americans. In February, Feder…","gheeb@businessinsider.com (Gina Heeb), Gina Heeb",2019-09-27T15:44:51Z,https://www.businessinsider.com/income-inequality-reached-highest-level-ever-recorded-in-2018-2019-9
"For those with book commitment issues, this app provides a library of summaries","Carving out time to sit down and read a whole book is great, but what if you want to digest something in less time? That won't replace the joy of a great novel or nonfiction work, but it can entertain and occupy your time while commuting on the train.",Jacob Krol,2019-09-27T15:32:17Z,https://www.cnn.com/2019/09/27/cnn-underscored/12-minute-book-summary-service/index.html
Here's how I made over $1 million in ecommerce at age 31,Michael Coghlan suggested that young entrepreneurs find valuable mentors and continue to improve their skills every day to reach the $1 million mark.,Robin Madell,2019-09-27T18:10:43Z,http://www.businessinsider.com/how-i-made-over-one-million-in-ecommerce-at-age-31
"Cop who shot her neighbor getting threats, prompting extra security",Dallas Police Association president says the controversy around fatal shooting have led to threats that prompted them to pay for additional private security for Amber Guyger,CBS/AP,2019-09-27T13:51:04Z,https://www.cbsnews.com/news/amber-guyger-trial-threats-against-officer-who-shot-neighbor-lead-to-increased-security-dallas-police-say/
US says it carried out 3 airstrikes in Libya in 8 days,"The U.S. military says it has carried out an airstrike against the Islamic State group in Libya, the third U.S. airstrike in the North African country in a little over a week",The Associated Press,2019-09-27T15:12:11Z,https://abcnews.go.com/International/wireStory/us-carried-airstrikes-libya-days-65903276
"The White House is reportedly considering limits to US investment in China, including delisting Chinese firms from major exchanges","REUTERS/Jon Woo The Trump administration is considering limits to US investors' flows into China, Bloomberg reported Friday. The White House is weighting several options, including delisting Chinese companies from US stock exchanges and restricting Americans'…","bwinck@businessinsider.com (Ben Winck), Ben Winck",2019-09-27T17:59:41Z,https://markets.businessinsider.com/news/stocks/us-china-trade-war-white-house-considering-investment-limits-2019-9-1028560244
United Airlines Flight Diverted After Passenger Gets Stuck in Toilet: 'You Can't Make This Up' - Newsweek,United Airlines Flight Diverted After Passenger Gets Stuck in Toilet: 'You Can't Make This Up' Newsweek United flight diverted to free passenger trapped in bathroom CNN Flight to SFO diverted after passenger stuck in bathroom KTVU San Francisco Passenger trap…,Brendan Cole,2019-09-27T11:03:24Z,https://www.newsweek.com/united-airlines-flight-diverted-passenger-stuck-toilet-1461570
What divisions among Asians about affirmative action reveal about race,"Sociologists Jennifer Lee and Van C. Tran explain new research showing how differences among Asians about affirmative action reveal important generational experiences. Harvard admissions can be a barometer for our deepest divides, Lee and Tran write.",Opinion by Jennifer Lee and Van C. Tran,2019-09-27T17:10:21Z,https://www.cnn.com/2019/09/27/opinions/harvard-admissions-affirmative-action-asian-americans-lee-tran/index.html
Man gets prison after woman finds bullet in her skull,"A Georgia man has been sentenced to 25 years in prison for shooting his girlfriend, who didn't realize she survived a bullet to the brain until she went to the hospital for treatment of headaches",The Associated Press,2019-09-27T16:06:50Z,https://abcnews.go.com/US/wireStory/man-prison-woman-finds-bullet-skull-65904609
Sepsis death: 'I had to watch my baby die in my arms',A mother explains how her newborn son died from sepsis after complications during pregnancy.,BBC News,2019-09-27T12:09:01Z,https://www.bbc.co.uk/news/av/uk-england-essex-49855238/sepsis-death-i-had-to-watch-my-baby-die-in-my-arms
Poignant New Year for Jewish community scarred by massacre,Jewish congregation in Pittsburgh prepares to observe Jewish New Year for first time since three members were among 11 killed by a gunman,The Associated Press,2019-09-27T15:12:14Z,https://abcnews.go.com/US/wireStory/poignant-year-jewish-community-scarred-massacre-65903274
'Abominable' brings only small charms to latest Yeti yarn,"""Abominable"" brings smallish charms to animation's latest Bigfoot tale.","Brian Lowry, CNN",2019-09-27T12:59:45Z,https://www.cnn.com/2019/09/27/entertainment/abominable-review/index.html
Giuliani and Attorney General Barr singled out in whistleblower complaint,Attorney General William Barr and President Trump's personal lawyer Rudy Giuliani were among the names singled out in the whistleblower complaint released Thursday. Paula Reid joined CBSN with more on how their involvement in the scandal will play into the in…,CBS News,2019-09-27T01:32:07Z,https://www.cbsnews.com/video/giuliani-and-attorney-general-barr-singled-out-in-whistleblower-complaint/
Trump admin. urged to end probe into program it says is too 'positive' about Islam,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-27T16:41:13Z,https://abcnews.go.com/US/wireStory/us-urged-end-probe-middle-east-studies-program-65906080
Lawmakers head home after opening impeachment inquiry,Members of Congress are heading back to their home states for the first time since House Democrats announced their impeachment inquiry into President Trump. CBS News White House correspondent Paula Reid and CBSN legal contributor Rebecca Roiphe joined CBSN wi…,CBS News,2019-09-27T15:06:30Z,https://www.cbsnews.com/video/lawmakers-head-home-after-opening-impeachment-inquiry/
The US is zeroing in on marijuana vapes as it investigates a spate of mysterious illnesses and deaths tied to vaping,Reuters The Centers for Disease Control and Prevention (CDC) released new information on the ongoing investigation into illnesses and deaths tied to vaping. CDC collected information from people who experienced an illness linked to vaping. 77% reported using …,"feedback@businessinsider.com (Clarrie Feinstein), Clarrie Feinstein",2019-09-27T17:03:00Z,https://www.businessinsider.com/cdc-thc-vapes-may-play-role-in-lung-disease-deaths-2019-9
"Ireland has ‘worrying pattern’ of racism, head of EU agency warns","Ireland has a disturbing problem with racism and discrimination against migrants that must be meaningfully debated, the head of the European Union’s human rights agency has warned. Michael O’Flaherty, director of the Vienna-based EU Fundamental Rights Agency,…",Marie O'Halloran,2019-09-27T19:05:42Z,https://www.irishtimes.com/news/politics/ireland-has-worrying-pattern-of-racism-head-of-eu-agency-warns-1.4032957
EU's Juncker says Britain will be responsible if no Brexit deal,European Commission president and UK prime minister admit little progress in Brexit talks ahead of October 31 deadline.,Al Jazeera,2019-09-27T03:51:26Z,https://www.aljazeera.com/news/2019/09/eu-juncker-britain-responsible-brexit-deal-190927021013548.html
"King: If you haven't read complaint by now, get another job - CNN Video","CNN's John King has strong words for anyone in Congress who hasn't read the whistleblower complaint that spurred Speaker Pelosi to announce a formal impeachment inquiry into Trump, saying anyone who hasn't read it ""needs to resign.""",,2019-09-27T18:53:09.841664Z,http://us.cnn.com/videos/politics/2019/09/27/john-king-anyone-in-congress-who-didnt-read-whistleblower-complaint-resign-ip-vpx.cnn
Coulthard appointed British Racing Drivers' Club president,"Former Formula 1 driver David Coulthard, who raced for Williams, McLaren and Red Bull, is appointed president of the British Racing Drivers' Club.",,2019-09-27T15:36:34Z,https://www.bbc.co.uk/sport/formula1/49857073
"Trump tweeted over 30 times in the past 24 hours insulting an intelligence whistleblower, Congress, and the media","Associated Press As President Donald Trump faces an unprecedented impeachment inquiry, he's taken to his comfort zone of Twitter to attack the anonymous intelligence whistleblower who filed a complaint against him, Congress, and the media. In the past 24 hour…","gpanetta@businessinsider.com (Grace Panetta), Grace Panetta",2019-09-27T15:52:55Z,https://www.businessinsider.com/trump-tweets-over-30-times-24-hours-insulting-whistleblower-media-2019-9
Greece: 5 deny poor women's babies sold in illegal adoptions,Five Greek and Georgian citizens have appeared in court on charges of belonging to a criminal organization that allegedly sold babies for adoption,The Associated Press,2019-09-27T17:36:11Z,https://abcnews.go.com/Health/wireStory/greece-deny-poor-womens-babies-sold-illegal-adoptions-65908301
